author,comment,comment_pre_processing,date,url,product,stars,price,currency,weight,target_by_RuBRT-tiny_no_processing,target_by_stars,target_by_RuBRT-tiny_processing
НИНА НИКОЛАЕВНА,"Сочные, крупные, кисло- сладкие, без косточек. Беру 4й раз- всё хорошо.",сочный крупный кисло сладкий косточка брать всё,17 мар 2025  · Карта: xxx38,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
ИРИНА ПАВЛОВНА,Сочные очень приятные на вкус.,сочный очень приятный вкус,16 мар 2025  · Карта: xxx55,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
Лариса,Хорошие,хороший,16 мар 2025  · Карта: xxx24,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
Наталья,Действительно сладкие.,действительно сладкий,16 мар 2025  · Карта: xxx94,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
Татьяна,Очень сладкие и вкусные!,очень сладкий вкусный,16 мар 2025  · Карта: xxx00,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
Елена,"Покупала в магазине, крупные,сладкие и сочные апельсины.",покупать магазин крупныесладкий сочный апельсин,16 мар 2025  · Карта: xxx68,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,0
ЕКАТЕРИНА,Привезли апельсины с куриное яйцо. Возможно ошибка сборщика но поддержка отказала в разбирательстве.,привезти апельсин куриный яйцо возможно ошибка сборщик поддержка отказать разбирательство,16 мар 2025  · Карта: xxx71,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,1,310,руб,/кг,0,0,0
ГУЛЬНАРА,Не сладкие,не сладкий,15 мар 2025  · Карта: xxx44,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,3,310,руб,/кг,0,0,0
Наталия,"Добрый день!
Один из апельсинов оказался с плесенью внутри",добрый апельсин плесень внутри,15 мар 2025  · Карта: xxx63,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,2,310,руб,/кг,0,0,1
Богдан,"КУПИЛ 7 СОРТОВ АПЕЛЬСИНОВ ВО ВВ
Небольшая рецензия по поводу этого сорта, в сравнении с другими:

Качество≠цена. Вкус хуже даже чем у обычных апельсинов. Да плоды больше, но за них переплачивать это абсурд. Вкус максимально нейтральный и ненасыщенный. Мягкая мякоть и оболочка долек.",купить сорт апельсин небольшой рецензия повод сорт сравнение качество≠цен вкус плохой обычный апельсин плод большой переплачивать абсурд вкус максимально нейтральный ненасыщенный мягкий мякоть оболочка долька,15 мар 2025  · Карта: xxx94,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,2,310,руб,/кг,0,0,0
ЕВГЕНИЯ,Апельсины очень вкусные,апельсин очень вкусный,14 мар 2025  · Карта: xxx78,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
Вера,"Просто ужас, сухие, безвкусные. Явно старые. Прошу вернуть деньги за некачественный товар.",просто ужас сухой безвкусный явно старый просить вернуть деньга некачественный товар,14 мар 2025  · Карта: xxx58,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,1,310,руб,/кг,0,0,0
Динавикторовна,"Один апельсин не весит 430 грамм,это обман,максимум 200 грамм,в одном заказе нас обманули по нескольким позициям.",апельсин не весить граммэтый обманмаксимум граммть заказ обмануть позиция,14 мар 2025  · Карта: xxx88,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,1,310,руб,/кг,0,0,0
Юлия,Гнилые,гнилой,14 мар 2025  · Карта: xxx24,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,1,310,руб,/кг,0,0,0
Марина,"Сладкие, спелые , сочные",сладкий спелый сочный,14 мар 2025  · Карта: xxx45,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,5,310,руб,/кг,1,1,1
Татьяна,"Очень крупные, яркие. Но ни аромата, ни вкуса! Я давно не ела апельсины, решила не экономить и взять подороже и крупные. Разочарована, апельсины безвкусные(. Не рекомендую.",очень крупный яркий аромат вкус давно не апельсин решить не экономить взять дорогой крупный разочаровать апельсин безвкусный не рекомендовать,14 мар 2025  · Карта: xxx58,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,3,310,руб,/кг,0,0,0
ДАРЬЯ,"Зимой были супер, сейчас иногда попадаются суховатые внутри, несочные. Видимо, сезон заканчивается",зимой супер попадаться суховатый внутри несочный видимо сезон заканчиваться,14 мар 2025  · Карта: xxx50,https://vkusvill.ru/goods/apelsiny-krupnye-21621.html,Апельсины крупные,4,310,руб,/кг,1,1,0
